,id,tracking_number,date,sender_id,sender_zipCode,receiver_id,receiver_address,service,quantity,actual_weight,rate,description,buy_in_store,extra_charge,agent_id
2659,23875,ABC-016122,2021-07-18,7468,75044.0,13751,KOREA,INT,1,16.0,9.0,snack vitamins   fedex goi nguoi nhan nguoi nhan btshirts la nguoi nhan btshirts khong co goi,0.0,6.0,ABC
2660,23874,ABC-016121,2021-07-18,5557,75044.0,8001,SAI GON,SAIGON,1,30.0,3.5,loc milk powder pack sam snack,82.0,0.0,ABC
2662,23872,ABC-016119,2021-07-18,8698,77904.0,13749,BINH THUAN,TINH,1,10.5,4.5,vitamin medicated oil lotion chong nang,50.0,0.0,ABC
2663,23871,ABC-016118,2021-07-18,1912,75040.0,2505,SAI GON,SAIGON,1,8.55,3.5,milk powder vitamin,57.0,0.0,ABC
2664,23870,ABC-016117,2021-07-18,7969,75042.0,12342,KIEN GIANG,TINH,1,17.5,4.5,milk powder spam medicated oil,14.0,0.0,ABC
2665,23869,ABC-016116,2021-07-18,2424,75098.0,3096,SAI GON,SAIGON,1,23.8,3.5,vitamins clothes home goods,0.0,0.0,ABC
2666,23868,ABC-016115,2021-07-18,2424,75098.0,3862,SAI GON,SAIGON,2,57.75,3.5,tshirts tre em vitamins hop pha nuoc  toothbrush shampoo medicated oil ca home goods,0.0,0.0,ABC
2667,23867,ABC-016114,2021-07-18,2424,75098.0,3862,SAI GON,SAIGON,1,81.0,3.5,vitamin clothes snack,0.0,60.0,ABC
2668,23866,QUY-006245,2021-07-18,1829,22152.0,1851,SAI GON,SAIGON,1,21.05,4.0,snack food canned vitamin cafe,0.0,0.0,QUY
2670,23864,QUY-006244,2021-07-18,1829,22152.0,13747,AN GIANG,TINH,1,14.5,5.0,snack food canned vitamin,0.0,0.0,QUY
2671,23863,QUY-006243,2021-07-18,1530,22044.0,1549,SAI GON,SAIGON,1,26.8,4.0,bich ensure gtshirts bich ensure nem bich mat ong,0.0,0.0,QUY
2672,23862,ABC-016112,2021-07-18,8697,92606.0,13746,CAN THO,TINH,1,15.0,4.5,loc milk powder ensure,114.0,0.0,ABC
2673,23861,QUY-006242,2021-07-18,1345,22042.0,8866,SAI GON,SAIGON,1,24.05,4.0,snack vitamin medicated oil hand bag tui ni long,0.0,10.0,QUY
2674,23860,QUY-006241,2021-07-18,8504,15642.0,13745,LONG AN,TINH,1,11.75,5.0,vitamin mat ong snack milk powder,0.0,5.0,QUY
2675,23859,ABC-016111,2021-07-18,2678,75048.0,7846,HAI PHONG,TINH,1,22.0,4.5,hu snack milk powder tre em clothes shoes snack,122.0,0.0,ABC
2677,23857,QUY-006240,2021-07-18,1520,20903.0,13744,SAI GON,SAIGON,1,12.15,4.0,food vitamin toothpaste medicated oil,0.0,0.0,QUY
2678,23856,QUY-006239,2021-07-18,1520,20903.0,13743,SAI GON,SAIGON,1,12.2,4.0,food vitamin toothpaste medicated oil,0.0,0.0,QUY
2679,23855,ABC-016109,2021-07-18,7818,73401.0,12062,SAI GON,SAIGON,1,7.5,3.5,thung milk powder ensure,57.0,2.0,ABC
2681,23853,QUY-006238,2021-07-18,7465,20904.0,11386,BEN TRE,TINH,1,14.4,5.0,lon milk powder ensure,130.0,0.0,QUY
2683,23851,ABC-016106,2021-07-18,6929,75042.0,10375,SAI GON,SAIGON,1,10.0,13.5,thung chery,0.0,0.0,ABC
2684,23850,ABC-016105,2021-07-18,6929,75042.0,10375,SAI GON,SAIGON,1,21.75,3.5,toothpaste toothbrush snack shampoo vitamins,0.0,0.0,ABC
2685,23849,ABC-016104,2021-07-18,2828,75040.0,13742,VINH LONG,TINH,1,12.0,4.5,milk powder vitamins food hop,20.0,0.0,ABC
2687,23847,ABC-016102,2021-07-18,5807,74820.0,13741,SAI GON,SAIGON,1,8.5,3.5,vitamin,0.0,0.0,ABC
2688,23846,QUY-006237,2021-07-18,8696,22153.0,13740,SAI GON,SAIGON,1,26.5,4.0,cereal vitamin,0.0,10.0,QUY
2689,23845,QUY-006236,2021-07-18,8695,22150.0,13739,SAI GON,SAIGON,1,7.2,4.0,lon milk powder ensure,65.0,0.0,QUY
2690,23844,ABC-016101,2021-07-18,8089,74601.0,12593,SAI GON,SAIGON,1,51.0,3.5,do kho snack vitamin supplement vi food hop clothes  shoes baby,0.0,0.0,ABC
2691,23843,QUY-006235,2021-07-18,8694,22150.0,13738,SAI GON,SAIGON,1,10.95,4.0,vitamin,0.0,32.85,QUY
2692,23842,ABC-016100,2021-07-18,6872,75056.0,10275,SAI GON,SAIGON,1,10.2,3.5,vitamins tra vitamin c spam clothes,0.0,0.0,ABC
2693,23841,NEW-000593,2021-07-18,7635,68524.0,13737,SAI GON,SAIGON,1,11.25,5.0,snack toys baby vitamin,0.0,0.0,NEW
2694,23840,ABC-016099,2021-07-18,674,75044.0,681,SAI GON,SAIGON,1,6.5,3.5,kẹo khẩu trang vitamins ,0.0,0.0,ABC
2697,23837,ABC-016096,2021-07-18,6496,75040.0,9618,CAN THO,TINH,1,28.5,4.5,medicated oil tui clothes vitamin make up underwear eye drops ctshirts dan toothbrush,0.0,12.0,ABC
2698,23836,ABC-016095,2021-07-18,5883,75042.0,13735,SOC TRANG,TINH,1,7.4,4.5,loc ensure,57.0,0.0,ABC
2699,23835,ABC-016094,2021-07-18,6829,75098.0,13734,SAI GON,SAIGON,1,34.0,3.5,clothes supplement vitamins bang dan snack,0.0,9.0,ABC
2700,23834,ABC-016093,2021-07-18,8693,75044.0,13733,SAI GON,SAIGON,1,29.5,3.5,vitamins lotion do tuoi co kinh mat10 hu snack calcium shampoo home goods,0.0,0.0,ABC
2701,23833,ABC-016092,2021-07-18,8692,75040.0,13732,SAI GON,SAIGON,1,24.5,3.5,snack lotion medicated oil ca calcium collagen bengay,0.0,0.0,ABC
2702,23832,ABC-016091,2021-07-18,8691,75234.0,13731,SAI GON,SAIGON,1,25.5,3.5,milk powder collagen snack vitamin medicated oil ca,0.0,0.0,ABC
2703,23831,ABC-016090,2021-07-18,8690,75601.0,13730,SAI GON,SAIGON,1,26.0,3.5,lotion dai ca vitamin snack collagen,0.0,0.0,ABC
2704,23830,ABC-016089,2021-07-18,4418,75002.0,13729,SAI GON,SAIGON,1,24.0,3.5,medicated oil ca vitamin snack shampoo snack,0.0,0.0,ABC
2705,23829,QUY-006234,2021-07-18,1498,22044.0,2951,SAI GON,SAIGON,1,17.0,4.0,vitamin,0.0,39.0,QUY
2706,23828,ABC-016088,2021-07-18,8689,75061.0,13728,SAI GON,SAIGON,1,23.5,3.5,calcium lotion snack c vitamin,0.0,0.0,ABC
2707,23827,ABC-016087,2021-07-18,5073,75771.0,7178,SAI GON,SAIGON,1,62.5,3.5,chai khu trung hop ham spam pate medicated oil phong hop mut food hop tang gummy baby vitamins  sausages cha bong,0.0,0.0,ABC
2708,23826,ABC-016086,2021-07-18,2166,75094.0,2731,SAI GON,SAIGON,1,10.0,3.5,vitamin deodorant,0.0,12.0,ABC
2709,23825,ABC-016085,2021-07-18,8688,79602.0,13727,HA NOI,TINH,1,25.0,4.5,milk powder vitamin,0.0,0.0,ABC
2710,23824,ABC-016084,2021-07-18,312,75337.0,5054,SAI GON,SAIGON,1,14.0,3.5,vitamins c pack food milk powder tam snack xa phong,0.0,0.0,ABC
2711,23823,ABC-016083,2021-07-18,8687,75042.0,13726,SAI GON,SAIGON,1,30.0,3.5,toys food  vitamins nuoc suc mieng tshirts bengay chocolate medicated oil,0.0,0.0,ABC
2712,23822,QUY-006233,2021-07-18,8298,22003.0,12968,SAI GON,SAIGON,1,31.05,4.0,food canned milk powder ensure,0.0,0.0,QUY
2713,23821,ABC-016082,2021-07-18,5809,75042.0,8418,SAI GON,SAIGON,1,22.0,3.5,tui  vi vitamins lotion bodymist milk powder tam tshirts pack gummy,0.0,0.0,ABC
2714,23820,ABC-016081,2021-07-18,4666,75042.0,13725,BRVT,TINH,1,45.2,4.5,lo medicated oil vitamin toothpaste snack deodorant gum snack ho,50.0,6.0,ABC
2716,23818,ABC-016079,2021-07-18,4398,75007.0,13724,BINH DUONG,TINH,1,12.5,4.5,milk powder ensure vitamin gia vi snack snack hoi kho,0.0,0.0,ABC
2717,23817,QUY-006232,2021-07-18,8686,22031.0,13723,VINH LONG,TINH,1,7.2,5.0,lon milk powder ensure,65.0,0.0,QUY
2718,23816,ABC-016078,2021-07-18,4418,75002.0,6098,SAI GON,SAIGON,1,4.0,3.5,vitamin lo medicated oil,50.0,0.0,ABC
2719,23815,ABC-016077,2021-07-18,4782,75044.0,6702,DA NANG,TINH,1,26.2,4.5,milk powder snack vitamins c mat ong xa phong bich ensure bo kho toothbrush,0.0,0.0,ABC
2720,23814,NEW-000592,2021-07-17,8685,68510.0,13722,LONG AN,TINH,1,10.0,6.0,gummies vitamins  cái tshirts thun,0.0,30.0,NEW
2721,23813,ABC-016076,2021-07-17,4083,75126.0,5576,DA NANG,TINH,1,17.25,4.5,toothpaste milk powder vitamins sach clothes,0.0,0.0,ABC
2722,23812,ABC-016075,2021-07-17,4692,76010.0,13721,SAI GON,SAIGON,1,11.2,3.5,lon ensure,0.0,0.0,ABC
2723,23811,ABC-016074,2021-07-17,167,75060.0,12414,CALIFORNIA,DOM,1,14.5,3.5,case entrust ,0.0,-18.75,ABC
2724,23810,ABC-016073,2021-07-17,7800,75098.0,12020,SAI GON,SAIGON,1,5.0,3.5,do tuoi co,0.0,0.0,ABC
2725,23809,ABC-016072,2021-07-17,7005,75482.0,13720,SAI GON,SAIGON,1,15.55,3.5,milk powder vitamins hat,0.0,0.0,ABC
2726,23808,ABC-016071,2021-07-17,8678,75082.0,13719,HA NOI,TINH,1,12.5,4.5,hu snack gummy vitamins snack,0.0,30.0,ABC
2727,23807,QUY-006231,2021-07-17,2312,20901.0,2937,SAI GON,SAIGON,1,13.35,4.0,may tinh  watch ipad  vitamin tui ho so,0.0,180.0,QUY
2728,23806,ABC-016070,2021-07-17,4474,75040.0,6173,SAI GON,SAIGON,1,11.25,3.5,vitamins snack giftset lotion,0.0,0.0,ABC
2729,23805,ABC-016069,2021-07-17,8684,75042.0,13718,DA NANG,TINH,1,27.45,4.5,vitmins loc milk powder medicated oil,50.0,0.0,ABC
2730,23804,ABC-016068,2021-07-17,3002,75010.0,13717,SAI GON,SAIGON,1,5.0,3.5,vitamins lotion,0.0,6.0,ABC
2731,23803,ABC-016067,2021-07-17,8043,75060.0,12498,QUANG TRI,TINH,1,12.2,4.5,milk powder toothpaste vitamins giftset,0.0,0.0,ABC
2732,23802,ABC-016066,2021-07-17,396,75254.0,13716,BINH THUAN,TINH,1,11.5,4.5,loc medicated oil hand sanitizer lotion,0.0,0.0,ABC
2733,23801,ABC-016065,2021-07-17,8683,79706.0,13715,SAI GON,SAIGON,1,5.25,3.5,pack vitamins,0.0,27.0,ABC
2735,23799,ABC-016063,2021-07-17,8681,75081.0,13713,BINH DINH,TINH,2,61.85,4.5,backpack clothes medicated oil medicated oil snack snack backpack hoc sinh lipstick tui,20.0,0.0,ABC
2736,23798,ABC-016062,2021-07-17,6153,75166.0,8991,SAI GON,SAIGON,1,35.7,3.5,mat ong snack food pack seaweed gia vi tra,0.0,0.0,ABC
2737,23797,ABC-016061,2021-07-17,8680,75042.0,13712,SAI GON,SAIGON,1,23.55,3.5,hop ensure pha tang vitamins calcium shampoo,0.0,0.0,ABC
2738,23796,ABC-016060,2021-07-17,819,76710.0,13711,SAI GON,SAIGON,1,35.0,3.5,hop giftset lotion vitamins calcium tshirts dai deo,0.0,0.0,ABC
2739,23795,QUY-006230,2021-07-17,8679,20735.0,13710,BEN TRE,TINH,1,16.85,5.0,vitamin,0.0,39.0,QUY
2740,23794,ABC-016059,2021-07-17,20,75094.0,2580,DA NANG,TINH,1,6.7,4.5,giftset,0.0,0.0,ABC
2742,23792,ABC-016057,2021-07-17,8678,75082.0,13708,SAI GON,SAIGON,1,1.5,3.5,that lung,0.0,0.0,ABC
2743,23791,NEW-000591,2021-07-17,8677,68521.0,13707,CAN THO,TINH,1,6.6,6.0,vitamin  food canned,0.0,0.0,NEW
2744,23790,ABC-016056,2021-07-17,6996,75009.0,13706,CAN THO,TINH,1,10.0,14.5,thung cherry5kgs,0.0,0.0,ABC
2745,23789,ABC-016055,2021-07-17,124,75040.0,127,SAI GON,SAIGON,1,18.2,3.5,laptop hp  vitamins snack c toys,0.0,60.0,ABC
2746,23786,QUY-006229,2021-07-17,3973,22309.0,6473,SAI GON,SAIGON,1,13.65,4.0,milk powder ensure vitamin medicated oil,0.0,5.0,QUY
2747,23785,ABC-016052,2021-07-17,20,75094.0,1942,KON TUM,TINH,1,13.5,4.5,vitamins den pin chai xit phong,0.0,0.0,ABC
2748,23784,ABC-016051,2021-07-17,8676,75089.0,13705,SAI GON,SAIGON,1,31.3,3.5,centrum collagen medicated oil ca tang vitamins shampoo,0.0,0.0,ABC
2749,23783,ABC-016050,2021-07-17,379,75044.0,13704,SAI GON,SAIGON,1,30.5,3.5,supplement vitamins 5snack lotion collagen,0.0,0.0,ABC
2750,23782,ABC-016049,2021-07-17,2514,75044.0,7183,HA NOI,TINH,1,19.0,4.5,giftset,0.0,19.0,ABC
2751,23781,ABC-016048,2021-07-17,3778,75094.0,13703,SAI GON,SAIGON,1,22.0,3.5,toys snack vitamins milk powder,0.0,0.0,ABC
2752,23780,NEW-000590,2021-07-17,5813,68504.0,13702,LAM DONG,TINH,1,15.0,6.0,ensure salonpas bengay soap thuoc heartbrun phấn nuoc rửa mặt tshirts nguc victoria tshirts thun snack ho snack chocolate,0.0,0.0,NEW
2753,23779,QUY-006228,2021-07-17,1301,20735.0,1320,BEN TRE,TINH,1,42.5,5.0,vitamin tshirts food canned lotion duong da,0.0,90.0,QUY
2754,23778,ABC-016047,2021-07-17,3731,75042.0,5049,TIEN GIANG,TINH,1,7.6,4.5,vitamins lip balm c shampoo salonpas snack,17.0,0.0,ABC
2755,23777,QUY-006227,2021-07-17,8675,22312.0,13701,TIEN GIANG,TINH,1,12.1,5.0,milk powder ensure vitamin food canned,0.0,0.0,QUY
2756,23776,ABC-016046,2021-07-17,312,75337.0,317,SAI GON,SAIGON,1,16.0,3.0,snack vitamins tay trang tampon medical mask hand sanitizer nuoc suc mieng chi nha khoa,0.0,0.0,ABC
2757,23775,ABC-016045,2021-07-17,179,75044.0,13700,AN GIANG,TINH,1,4.0,4.5,vitamins gummies,0.0,12.0,ABC
2758,23774,QUY-006226,2021-07-16,7208,24019.0,10916,SAI GON,SAIGON,1,7.2,4.0,lon milk powder entrust khong duong,70.0,0.0,QUY
2759,23773,QUY-006225,2021-07-16,7561,24019.0,11553,SAI GON,SAIGON,1,14.4,4.0,lon milk powder ensure,130.0,0.0,QUY
2760,23772,QUY-006224,2021-07-16,6564,22032.0,10814,QUANG NGAI,TINH,1,7.2,5.0,lon milk powder ensure,65.0,0.0,QUY
2761,23771,ABC-016044,2021-07-16,4157,75656.0,12095,SAI GON,SAIGON,1,30.0,3.5,man hinh may tinh,0.0,0.0,ABC
2763,23769,ABC-016042,2021-07-16,312,75337.0,4872,SAI GON,SAIGON,1,53.0,3.5,clothes chai shampoo snack snack deo syrup do  doi sandals tui nho hu lotion,0.0,0.0,ABC
2764,23768,ABC-016041,2021-07-16,4157,75656.0,9847,BRVT,TINH,1,49.0,4.5,hop gummies vitamins lotion doi sandals snack ho milk powder rua mat snack,0.0,0.0,ABC
2765,23767,ABC-016040,2021-07-16,3360,75042.0,12764,SAI GON,SAIGON,1,12.0,3.5,clothes food hop shoes vitamins snack,0.0,0.0,ABC
2766,23766,ABC-016039,2021-07-16,3360,75042.0,4493,SAI GON,SAIGON,1,9.2,3.5,clothes vitamins snack c shoes food,0.0,0.0,ABC
2767,23765,ABC-016038,2021-07-16,2514,75044.0,7183,HA NOI,TINH,1,107.0,4.5,giftset,0.0,107.0,ABC
2768,23764,ABC-016037,2021-07-16,2996,75042.0,13698,BEN TRE,TINH,1,40.0,4.5,snack milk powder btshirts tay mat ong ca moi medicated oil supplement ensure ngot,10.0,0.0,ABC
2769,23763,ABC-016036,2021-07-16,4157,75656.0,5689,CAMBODIA,CAMBODIA,4,199.0,5.0,nh vitamins small bag sandle,0.0,240.0,ABC
2770,23762,NEW-000589,2021-07-16,5879,68521.0,13697,DONG NAI,TINH,1,11.0,6.0,may hut milk powder phan baby lotion baby1 lotion chong nang vitamin,0.0,15.0,NEW
2771,23761,ABC-016035,2021-07-16,8674,75040.0,13696,SAI GON,SAIGON,1,16.0,3.5,snack food hop vitamins home goods,0.0,0.0,ABC
2772,23760,QUY-006223,2021-07-16,8074,21237.0,12563,SAI GON,SAIGON,1,11.95,4.0,milk powder sausages clothes toys,0.0,0.0,QUY
2773,23759,ABC-016034,2021-07-16,8674,75040.0,13695,SAI GON,SAIGON,1,10.25,3.5,snack food hop vitamins,0.0,0.0,ABC
2774,23758,QUY-006222,2021-07-16,8074,21237.0,12563,SAI GON,SAIGON,1,10.0,4.0,thung cherry,100.0,0.0,QUY
2775,23757,ABC-016033,2021-07-16,8673,75044.0,13694,SAI GON,SAIGON,1,21.0,3.5,vitmains snack snack lotion medicated oil,0.0,0.0,ABC
2776,23756,ABC-016032,2021-07-16,2927,75044.0,13693,SAI GON,SAIGON,1,22.0,3.5,snack vitamins shampoo food qua bieu,0.0,0.0,ABC
2777,23755,ABC-016031,2021-07-16,3731,75042.0,13692,DONG NAI,TINH,1,21.0,4.5,vitamins snack shampoo toys,0.0,0.0,ABC
2779,23753,ABC-016029,2021-07-16,4427,75044.0,6110,SAI GON,SAIGON,1,13.0,3.5,do rua xe,0.0,15.0,ABC
2780,23752,ABC-016028,2021-07-16,4766,75189.0,6672,SAI GON,SAIGON,1,15.5,3.5,buc tranh clothes ly nuoc,0.0,0.0,ABC
2781,23751,ABC-016027,2021-07-16,5299,90501.0,9369,HUE,TINH,1,7.4,4.5,btshirts tay vitamins,0.0,0.0,ABC
2782,23750,ABC-016026,2021-07-16,5299,90501.0,7632,HUE,TINH,1,8.0,4.5,vitamins do thu dien tam xia rang perfume food canned,0.0,10.0,ABC
2783,23749,ABC-016025,2021-07-16,2354,75048.0,2994,SAI GON,SAIGON,1,35.0,3.5,vitmains toothpaste clothes food hop home goods,0.0,0.0,ABC
2784,23748,ABC-016024,2021-07-16,4712,75044.0,13690,SAI GON,SAIGON,1,20.59,3.5,toothpaste deodorant vitamins 9 food hop home goods,0.0,6.0,ABC
2785,23747,ABC-016023,2021-07-16,8672,75040.0,13689,SAI GON,SAIGON,1,22.0,3.5,hop vitamin c vitamins snack lotion,0.0,0.0,ABC
2786,23746,ABC-016022,2021-07-16,2911,75143.0,13688,SAI GON,SAIGON,1,43.0,3.5,hop milk powder tam shampoo lotion vitamins hu snack gummy c,0.0,0.0,ABC
2787,23745,ABC-016021,2021-07-16,6988,75048.0,10506,SAI GON,SAIGON,1,43.0,3.5,vitamins snack gummy c medicated oil ca hop milk powder tam lotion,0.0,0.0,ABC
2788,23744,ABC-016020,2021-07-16,8671,75098.0,13687,SAI GON,SAIGON,1,48.0,3.5,snack c shampoo vitamins lotion home goods,0.0,0.0,ABC
2789,23743,ABC-016019,2021-07-16,3590,75035.0,4830,DAK LAK,TINH,1,38.15,4.5,shampoo protein,0.0,0.0,ABC
2790,23742,ABC-016018,2021-07-16,8670,75093.0,13686,DA NANG,TINH,1,26.0,4.5,lon milk powder,0.0,0.0,ABC
2791,23741,ABC-016017,2021-07-16,5555,75708.0,13173,TUYEN QUANG,TINH,1,14.45,4.5,clothes  snack clothes  toothbrush danh rang vi nho  medicated oil nho  chong nang  snack ho,22.0,0.0,ABC
2792,23740,ABC-016016,2021-07-16,8669,75204.0,13685,SAI GON,SAIGON,1,8.8,3.5,clothes,0.0,0.0,ABC
2794,23738,ABC-016014,2021-07-16,4213,75040.0,5768,SAI GON,SAIGON,1,11.75,3.5,lon milk powder  medicated oil nho  xit mui  vitamin,107.0,0.0,ABC
2795,23737,ABC-016013,2021-07-16,2007,75048.0,2520,DONG NAI,TINH,1,7.0,4.5,lon milk powder,57.0,0.0,ABC
2796,23736,ABC-016012,2021-07-16,8667,71111.0,13683,DONG NAI,TINH,1,11.25,4.5,lo medicated oil lon,210.0,0.0,ABC
2797,23735,ABC-016011,2021-07-16,5518,75040.0,13682,SAI GON,SAIGON,2,71.0,3.5,food hop vitamins lotion home goods,0.0,0.0,ABC
2798,23734,ABC-016010,2021-07-16,8565,75040.0,13681,BINH DUONG,TINH,1,5.5,4.5,hand sanitizer  vitamin c chocolate,0.0,0.0,ABC
2799,23733,ABC-016009,2021-07-16,8565,75040.0,13680,SAI GON,SAIGON,1,4.9,3.5,snack  hand sanitizer  vitamin c,0.0,0.0,ABC
2800,23732,QUY-006221,2021-07-16,1616,22042.0,13679,SAI GON,SAIGON,1,17.9,4.0,clothes vitamin bich snack,0.0,15.0,QUY
2801,23731,ABC-016008,2021-07-16,2822,75034.0,3677,DONG NAI,TINH,1,4.75,4.5,vitamin  snack ngam  shampoo  hand sanitizer  gel vuot toc,0.0,0.0,ABC
2802,23730,ABC-016007,2021-07-16,772,75081.0,9802,BINH DINH,TINH,1,20.7,4.5,vitamin hop milk powder vi day xac dt,0.0,0.0,ABC
2804,23728,QUY-006220,2021-07-16,1521,20176.0,1540,SAI GON,SAIGON,1,34.9,4.0,toys medicated oil snack vitamin milk powder  lotion,0.0,0.0,QUY
2805,23727,ABC-016005,2021-07-16,567,75044.0,4885,SAI GON,SAIGON,1,15.0,3.5,vitamin food soap,0.0,0.0,ABC
2806,23726,QUY-006219,2021-07-16,1616,22042.0,13146,TAY NINH,TINH,1,33.3,5.0,perfume clothes snack medicated oil hand bag vitamin,0.0,15.0,QUY
2808,23724,ABC-016003,2021-07-16,8665,75075.0,13677,SAI GON,SAIGON,1,10.95,3.5,clothes,0.0,0.0,ABC
2810,23722,QUY-006218,2021-07-16,5658,22191.0,13676,LONG AN,TINH,1,10.75,5.0,vitamin,0.0,26.25,QUY
2811,23721,QUY-006217,2021-07-16,5658,22191.0,13675,SAI GON,SAIGON,1,10.4,4.0,vitamin,0.0,25.2,QUY
2813,23719,ABC-016000,2021-07-15,4931,79414.0,12923,SAI GON,SAIGON,1,5.0,3.5,hop sam toothbrush,0.0,0.0,ABC
2814,23718,ABC-015999,2021-07-15,6951,75040.0,10993,KHANH HOA,TINH,1,19.3,4.5,snack vitamin c vitamins soap pack ham chocolate clothes,0.0,0.0,ABC
2815,23716,ABC-015998,2021-07-15,7760,75243.0,13673,NINH THUAN,TINH,1,4.6,4.5,vitamins,0.0,6.0,ABC
2816,23715,ABC-015997,2021-07-15,112,75082.0,115,TIEN GIANG,TINH,1,6.0,4.5,vitamins,0.0,9.0,ABC
2817,23714,ABC-015996,2021-07-15,8436,75040.0,13249,KIEN GIANG,TINH,1,11.0,4.5,vitamins food dtshirts ctshirts,0.0,0.0,ABC
2818,23713,ABC-015995,2021-07-15,6361,75407.0,9358,SAI GON,SAIGON,1,45.4,3.5,oatmeal lon ensure vitamins hop sam bo medicated oil phong hanh nhan creams icyhot snack,0.0,0.0,ABC
2819,23712,ABC-015994,2021-07-15,6783,75067.0,13672,DONG NAI,TINH,1,17.0,4.5,vitamins tang snack ho,0.0,0.0,ABC
2820,23711,ABC-015993,2021-07-15,4930,75243.0,6945,SOC TRANG,TINH,1,42.0,4.5,loc milk powder bengay snack vitamins salonpas,203.0,0.0,ABC
2821,23710,ABC-015992,2021-07-15,8663,75044.0,13671,SAI GON,SAIGON,1,37.0,3.5,vitamins snack loc milk powder home goods,0.0,0.0,ABC
2822,23709,ABC-015991,2021-07-15,20,75094.0,13670,SAI GON,SAIGON,1,37.5,3.5,loc milk powder collagen medicated oil ca,0.0,0.0,ABC
2823,23708,ABC-015990,2021-07-15,2694,75044.0,4254,SAI GON,SAIGON,1,14.9,3.5,loc ensure,114.0,0.0,ABC
2825,23706,ABC-015988,2021-07-15,8661,39407.0,13668,CAN THO,TINH,1,17.65,4.5,snack salonpas food hop vitamins deodorant snack,40.0,12.0,ABC
2826,23705,ABC-015987,2021-07-15,3509,75044.0,4712,SAI GON,SAIGON,1,43.0,3.5,empty ensuretle vitamins c vitamins bo ntshirts cheerios snack,0.0,0.0,ABC
2827,23704,ABC-015986,2021-07-15,647,75044.0,654,SAI GON,SAIGON,1,32.0,3.5,vitamins milk powder tam lotion hu snack collagen,0.0,0.0,ABC
2828,23703,ABC-015985,2021-07-15,2911,75143.0,3813,SAI GON,SAIGON,1,42.5,3.5,vitamins shampoo snack hu c lotion,0.0,0.0,ABC
2829,23702,ABC-015984,2021-07-15,2911,75143.0,5185,SAI GON,SAIGON,1,25.0,3.5,hu snack vitamins medicated oil ca,0.0,0.0,ABC
2830,23701,ABC-015983,2021-07-15,7195,75036.0,10899,SAI GON,SAIGON,1,25.0,3.5,vitamins ba bau canxi snack medicated oil ca,0.0,0.0,ABC
2831,23700,ABC-015982,2021-07-15,7195,75036.0,13547,SAI GON,SAIGON,1,21.0,3.5,medicated oil ca snack c vitamins,0.0,0.0,ABC
2832,23699,ABC-015981,2021-07-15,647,75044.0,13560,SAI GON,SAIGON,1,20.0,3.5,calcium medicated oil ca,0.0,0.0,ABC
2833,23698,ABC-015980,2021-07-15,8565,75040.0,13667,SAI GON,SAIGON,1,7.6,3.5,vitamins snack,0.0,0.0,ABC
2834,23697,ABC-015979,2021-07-15,3146,75070.0,4191,DA NANG,TINH,1,1.8,4.5,floss picks tshirts lisptick card,0.0,0.0,ABC
2835,23696,ABC-015978,2021-07-15,652,75068.0,659,DONG NAI,TINH,1,6.4,4.5,hop sam vitamins,0.0,10.0,ABC
2836,23695,ABC-015977,2021-07-15,5670,76522.0,8205,SAI GON,SAIGON,1,14.5,3.5,food hop vitamins snack c,84.0,0.0,ABC
2837,23694,ABC-015976,2021-07-15,8660,76542.0,13666,SAI GON,SAIGON,1,23.6,3.5,snack salonpas vitamins binh xit,0.0,9.0,ABC
2838,23693,ABC-015975,2021-07-15,2799,75044.0,13665,VINH LONG,TINH,1,19.0,4.5,milk powder snack,0.0,0.0,ABC
2839,23692,ABC-015974,2021-07-15,652,75068.0,13664,BINH DUONG,TINH,1,8.2,4.5,5vitamin  hop bo co the,0.0,10.0,ABC
2840,23691,ABC-015973,2021-07-15,7265,76208.0,11023,SAI GON,SAIGON,1,27.0,3.5,snack  mat ong  cheese  milk powder  seaweed  chocolate vitamin,0.0,0.0,ABC
2841,23690,ABC-015972,2021-07-15,20,75094.0,11366,KIEN GIANG,TINH,1,17.0,4.5,den pim,0.0,0.0,ABC
2842,23689,ABC-015971,2021-07-15,20,75094.0,1909,SAI GON,SAIGON,1,32.0,3.5,den pin binh xit snack food vitamins,0.0,0.0,ABC
2843,23688,ABC-015970,2021-07-15,8427,75044.0,13663,SAI GON,SAIGON,1,13.7,3.5,mi goi bich seaweed hop hat nem do  toothbrush medical mask,0.0,0.0,ABC
2845,23686,ABC-015968,2021-07-15,89,75044.0,90,SAI GON,SAIGON,1,10.2,3.5,lon ensure bich hat nem medical mask vitamin chai hand sanitizer bich seaweed,0.0,0.0,ABC
2847,23684,ABC-015966,2021-07-15,8659,75098.0,13661,SAI GON,SAIGON,1,3.2,3.5,6vitamin  vien e,0.0,0.0,ABC
2848,23683,ABC-015965,2021-07-15,8659,75098.0,13660,SAI GON,SAIGON,1,3.1,3.5,6vitamin  snack c,0.0,0.0,ABC
2849,23682,ABC-015964,2021-07-15,8658,75098.0,13659,SAI GON,SAIGON,1,13.75,3.5,case milk powder  vitamin,114.0,0.0,ABC
2850,23681,ABC-015963,2021-07-15,1971,75044.0,6891,BINH DUONG,TINH,1,8.3,4.5,backpack vitamin tshirts,0.0,0.0,ABC
